"version","title","normalScore","normalDJName","normalPrefecture","hyperScore","hyperDJName","hyperPrefecture","anotherScore","anotherDJName","anotherPrefecture"
"4th style","era(step mix)","1120","STA",,"1443","HO4-KT",,"1713","DOLCF",
"4th style","FLOWERS for ALBION","244","AYANE.",,"444","AYANE.",,,,
"4th style","HIGHER","540","STA",,"934","JAI&CO",,"1280","CARP*S",
"4th style","Hitch Hiker2","836","STA",,"1212","ARAD",,"1320","POLO",
"4th style","Jam&Marmalade","776","AYANE.",,"910","CARP*S",,"1020","POLO",
"4th style","KAMIKAZE","1027","HI-G",,"1482","CARP*S",,"2302","DOLCF",
"4th style","LOVE WILL...","558","STA",,"758","INOP",,"1460","GARALY",
"4th style","minimalian","542","STA",,"1108","JAI&CO",,"1405","TANMEN",
"4th style","MR.T.(take me higher)","855","STA",,"1019","AYANE.",,"1770","DO",
"4th style","Nasty!","589","STA",,"961","JAI&CO",,"1568","WAI-L",
"4th style","starmine","907","STA",,"1426","CARP*S",,"1588","SONE*",
"4th style","ULTRA HIGH-HEELS","759","IMOTO*",,"916","LARK!M",,"992","XAN.L",
"4th style","Under Construction","832","*M&T*",,"1011","CARP*S",,"1157","MOKA.A",
"4th style","Voltage(feat.Hidemaru)","946","STA",,"1236","CARP*S",,"1331","*YAI3*",
"5th style","Abyss","1272","TAKA-P",,"1632","CARP*S",,"1881","DOLCF",
"5th style","in my eyes","967","IMOTO*",,"1473","CARP*S",,"1586","TANMEN",
"5th style","INSERTiON","888","STA",,"1291","TOTORI",,"1652","DOLCF",
"5th style","Kiss me all night long","933","STA",,"1247","CARP*S",,"1481","CARP*S",
"5th style","LOVE AGAIN TONIGHT-for Mellisa mix-","770","STA",,"999","ARAD",,"1121","NOIK.G",
"5th style","outer wall","941","STA",,"1360","TOMOE",,"1772","TANMEN",
"5th style","QQQ","1236","ATIA",,"1904","CARP*S",,"2159","-LARK-",
"5th style","Radical Faith","1198","STA",,"1512","ARAD",,"1311","DOLCF",
"5th style","Real","1136","IIDX17",,"1690","MAJIN!",,"1822","DOLCF",
"5th style","Regulus","1083","STA",,"1544","G-!",,"1731","DOLCF",
"5th style","RIDE ON THE LIGHT (HI GREAT MIX)","901","STA",,"1086","NAO.",,"1716","EMT2",
"5th style","RISLIM","924","ZARBON",,"1237","HORI",,,,
"5th style","sometime","783","STA",,"1067","ARAD",,"1336","DOLCF",
"5th style","Spin the disc","811","STA",,"1305","JAI&CO",,"1339","CINK",
"5th style","STILL IN MY HEART","1032","IMOTO*",,"1384","GIRAGS",,"1928","TANMEN",
"5th style","still my words","926","AYANE.",,"1235","CARP*S",,,,
"5th style","sync","1090","HI-G",,"1942","CARP*S",,"2381","DOLCF",
"5th style","THE CUBE","746","IIDX17",,"1273","G-!",,"1359","TANMEN",
"5th style","THE SHINING POLARIS","969","AYANE.",,"1328","CARP*S",,"1589","G-!",
"5th style","V","1287","UNYO",,"2521","JDR-OK",,"3010","DOLCF",
"6th style","19,November","1117","STA",,"1460","JAI&CO",,"1804","DOLCF",
"6th style","BALLAD FOR YOU～想いの雨～","589","STA",,"771","LARK!M",,"1066","PNP",
"6th style","Blueberry Stream","851","STA",,"1503","G-!",,"1656","-LARK-",
"6th style","Buffalo","1012","HI-G",,"1465","FULPOP",,"1814","DOLCF",
"6th style","Colors(radio edit)","1465","IMPACT",,"1972","XAN.L",,"2441","DOLCF",
"6th style","DIVE -INTO YOUR HEART-","1303","STA",,"1872","CARP*S",,"2108","DOLCF",
"6th style","fly through the night","901","LARK!M",,"1370","CARP*S",,"1715","TANMEN",
"6th style","Free Style","938","UNYO",,"1119","UNYO",,"1316","NYANTA",
"6th style","Frozen Ray(original mix)","1320","HI-G",,"1771","CARP*S",,"1806","DOLCF",
"6th style","G2","1474","N!?",,"1831","N!?",,"2323","EMT2",
"6th style","Linus","971","STA",,"1558","CARP*S",,"2194","DOLCF",
"6th style","NEMESIS","1029","STA",,"1644","NAPPA*",,"1906","DOLCF",
"6th style","rottel-da-sun","828","STA",,"1373","TOTORI",,"1856","HORI",
"6th style","route 80s","904","STA",,"1208","TOTORI",,"1510","DOLCF",
"6th style","Summer Vacation(CU mix)","1312","FULPOP",,"1856","POLO",,,,
"6th style","Take It Easy","1501","IIDX17",,"2387","JAI&CO",,"2515","DOLCF",
"6th style","VJ ARMY","1306","STA",,"1740","G-!",,"1914","DOLCF",
"6th style","こっちを向いてよ","868","MASAKI",,"1320","MASAKI",,"1385","*HUYU*",
"6th style","電人イェーガーのテーマ (Theme of DENJIN J)","1120","IIDX17",,"1582","TANMEN",,,,
"7th style","A","1308","STA",,"2176","873ZKI",,"2477","DOLCF",
"7th style","AVE DE RAPINA","1395","LARK!M",,"1718","873ZKI",,"1835","DOLCF",
"7th style","Bad Routine","1037","HI-G",,"1422","GARALY",,,,
"7th style","BRING HER DOWN","1062","STA",,"1473","UNYO",,"1778","TANMEN",
"7th style","Burning Heat! (Full Option Mix)","720","STA",,"968","N!?",,"1495","TANMEN",
"7th style","Cheer Train","934","LARK!M",,"1232","ARAD",,"1732","TANMEN",
"7th style","CLOUDY MUSIC","827","STA",,"1220","TANMEN",,,,
"7th style","D2R","979","CARP*S",,"1335","CARP*S",,"1635","-LARK-",
"7th style","DESTINY","1084","ATIA",,"1390","ARAD",,"1840","POLO",
"7th style","foreplay","708","STA",,"1229","G-!",,"1338","DOLCF",
"7th style","Glorious Days","522","UNYO",,"813","*JENA*",,"913","WAI-L",
"7th style","Happy Wedding","1223","GES8RO",,"1700","ARAD",,"1857","DOLCF",
"7th style","i feel...","906","LARK!M",,"1108","JAI&CO",,"1249","TANMEN",
"7th style","Last Message","1020","STA",,"1349","CARP*S",,"1613","DOLCF",
"7th style","Let the Snow Paint Me","862","STA",,"1070","UNYO",,"1246","TANMEN",
"7th style","Love Me Do","1136","TOTORI",,"1707","TOTORI",,"2109","TANMEN",
"7th style","Marmalade Reverie","869","STA",,"1006","IMOTO*",,"1272","STREAM",
"7th style","MAX 300","1133","AMI5",,"1938","HORI",,,,
"7th style","Spica","656","STA",,"1508","G-!",,"2265","DOLCF",
"7th style","Spooky","1116","LARK!M",,"1409","ARAD",,"1649","XAN.L",
"7th style","stoic","1717","ATIA",,"2442","CARP*S",,"2576","DOLCF",
"7th style","Tomorrow Perfume","1336","A*KEYS",,"1963","873ZKI",,"2132","DOLCF",
"7th style","traces","1539","IMOTO*",,"1950","CARP*S",,"2149","DOLCF",
"7th style","ZERO-ONE","1102","HI-G",,"1715","CARP*S",,"2247","TANMEN",
"7th style","革命","778","LARK!M",,"1982","EMT2",,"2343","DOLCF",
"8th style","abstract","1309","AMI5",,"1642","AX",,"1904","TANMEN",
"8th style","airflow","588","STA",,"795","ARAD",,"1435","*YAI3*",
"8th style","ALIEN WORLD","944","*TAM*",,"1162","MASAKI",,"1441","DOLCF",
"8th style","ALL RIGHT","891","LARK!M",,"1311","873ZKI",,"1624","DOLCF",
"8th style","Attitude","1053","LARK!M",,"1434","CARP*S",,"1755","POLO",
"8th style","bit mania","916","STA",,"1283","ARAD",,"1866","-LARK-",
"8th style","Blame","1215","LARK!M",,"1577","CARP*S",,"1930","DOLCF",
"8th style","Blown My Heart Away","844","STA",,"1141","IMOTO*",,"1638","TANMEN",
"8th style","CELEBRATE NITE","936","STA",,"1180","CARP*S",,"1423","XAN.L",
"8th style","Colors -Y&Co. EUROBEAT Remix-","1167","LARK!M",,"2045","CARP*S",,"2186","JDR-OK",
"8th style","DANCER","886","*TAM*",,"1041","UNYO",,"1415","XAN.L",
"8th style","dissolve","982","STA",,"1305","IMOTO*",,"1563","TANMEN",
"8th style","dual control","800","STA",,"1493","JAI&CO",,"1905","*HUYU*",
"8th style","FLUTE MAN","596","LARK!M",,"915","STREAM",,"1097","WAI-L",
"8th style","Giudecca","934","LARK!M",,"1996","JAI&CO",,"2688","DOLCF",
"8th style","Halfway of promise","959","LARK!M",,"1528","TOTORI",,"1837","DOLCF",
"8th style","LAB","1061","STA",,"2024","G-!",,"2134","EMT2",
"8th style","LOVE IS ORANGE","798","STA",,"1034","*M&T*",,"1803","DOLCF",
"8th style","memories","1145","LARK!M",,"2074","873ZKI",,"2276","DOLCF",
"8th style","Monkey Dance","825","ATIA",,"1373","CARP*S",,"1986","TANMEN",
"8th style","murmur twins","1130","STA",,"1693","CARP*S",,"2386","POLO",
"8th style","MUSIC TO YOUR HEAD","827","ATIA",,"1465","CARP*S",,"1683","DOLCF",
"8th style","OUTER LIMITS","667","STA",,"1325","EMT2",,,,
"8th style","PLEASE DON'T GO","1004","LARK!M",,"1416","ARAD",,"2446","DOLCF",
"8th style","rainbow flyer","839","STA",,"1690","G-!",,"2130","DOLCF",
"8th style","symbolic","1457","IMOTO*",,"1885","JAI&CO",,"2244","XAN.L",
"8th style","thunder","1200","INOP",,"1609","JAI&CO",,"1896","TANMEN",
"8th style","WAR GAME","976","STA",,"1557","RIN.T",,"2126","DOLCF",
"8th style","World Wide Love","706","STA",,"1052","STA",,"1118","NOIK.G",
"8th style","xenon","1129","LARK!M",,"1717","CARP*S",,"2736","TANMEN",
"8th style","合体せよ！ストロングイェーガー！！","1603","LARK!M",,"1742","CARP*S",,,,
"8th style","夜のサングラス","1080","LARK!M",,"1317","JAI&CO",,"1923","TANMEN",
"8th style","桜","1034","*M&T*",,"1557","F.A",,"2172","DOLCF",
"8th style","蒼い衝動","934","STA",,"1377","CARP*S",,"1605","TANMEN",
"9th style","Abyss -The Heavens Remix-","1510","ATIA",,"1867","CARP*S",,"2362","POLO",
"9th style","ACT","1060","LARK!M",,"1718","CARP*S",,"1857","OP*PO*",
"9th style","ADVANCE","482","STA",,"886","*YAI3*",,"1332","DOLCF",
"9th style","BAD BOY BASS!!(dj Remo-con MIX)","933","LARK!M",,"1406","ARAD",,"1797","KYOU.F",
"9th style","Be Rock U(1998 burst style)","881","UNYO",,"1365","CARP*S",,"1861","DOLCF",
"9th style","BREEDING","874","ATIA",,"1455","AYANE.",,"1551","POLO",
"9th style","BRIGHTNESS DARKNESS","726","LARK!M",,"1490","JAI&CO",,"1769","DOLCF",
"9th style","Cradle","926","STA",,"1488","*M&T*",,"1598","DOLCF",
"9th style","Distress","1357","STA",,"1848","TANMEN",,,,
"9th style","Dreamin' Sun","1148","GES8RO",,"1872","IMOTO*",,"2125","DOLCF",
"9th style","e-motion 2003 -romantic extra-","1331","LARK!M",,"1635","TOTORI",,"1989","DOLCF",
"9th style","ECHOES","943","LARK!M",,"1174","IMOTO*",,"2044","TANMEN",
"9th style","Golden Horn","718","UNYO",,"1273","CARP*S",,"1511","XAN.L",
"9th style","HYPER EUROBEAT(2DX STYLE)","1109","LARK!M",,"1676","CARP*S",,"1964","DOLCF",
"9th style","I Was The One(80's EUROBEAT STYLE)","794","STA",,"1368","CARP*S",,"1451","-LARK-",
"9th style","Karma","1330","BLAZE*",,"1669","GO*",,"1824","*HUYU*",
"9th style","Let the Snow Paint Me -Y&Co. Remix-","846","LARK!M",,"1284","JAI&CO",,"1814","-",
"9th style","lights","712","MASAKI",,"1484","MINORI",,"1807","TANMEN",
"9th style","lower world","1388","LARK!M",,"1923","YOZUCA",,"2260","TANMEN",
"9th style","Make A Difference","884","STA",,"1650","873ZKI",,"2254","DO",
"9th style","MARIA(I believe...)","748","UNYO",,"1594","CARP*S",,"1958","DOLCF",
"9th style","moon_child","1061","STA",,"1999","XAN.L",,"2559","DOLCF",
"9th style","one or eight","1358","ATIA",,"1921","G-!",,"2276","DOLCF",
"9th style","POWER DREAM","786","STA",,"1616","IMOTO*",,"1864","DOLCF",
"9th style","Prelude","879","STA",,"1403","CARP*S",,"2047","XAN.L",
"9th style","quasar","1177","GES8RO",,"1790","CARP*S",,"2307","DOLCF",
"9th style","Quickening","952","STA",,"1730","ZOO",,"2108","DOLCF",
"9th style","Really Love","659","STA",,"966","*SELL*",,"1745","DO",
"9th style","RISLIM -Remix-","806","STA",,"995","IIDX17",,"1877","XAN.L",
"9th style","rottel-the-Mercury","1005","AYANE.",,"1917","JAI&CO",,"2270","DO",
"9th style","Silvia Drive","856","LARK!M",,"1564","JAI&CO",,"2072","*HUYU*",
"9th style","SNOW","1066","STA",,"1393","CARP*S",,"2061","DOLCF",
"9th style","STAR FIELD","702","STA",,"1605","CARP*S",,"1887","TANMEN",
"9th style","Sweet Sweet Magic","1018","RIN.T",,"1552","873ZKI",,"2049","TANMEN",
"9th style","ライオン好き","658","LARK!M",,"1197","*JENA*",,"1507","IMPALA",
"9th style","昭和企業戦士荒山課長","795","LARK!M",,"1497","CARP*S",,"1629","TANMEN",
"10th style","1st Samurai","1087","HI-G",,"1997","JAI&CO",,"2698","DOLCF",
"10th style","ALIEN TEMPLE","1009","LARK!M",,"1655","JAI&CO",,"2027","DOLCF",
"10th style","ASTRAL VOYAGE","1015","STA",,"1439","JAI&CO",,"1929","GARALY",
"10th style","BABY LOVE","1190","HI-G",,"1705","CARP*S",,"2149","OP*PO*",
"10th style","Back Into The Light","1198","GES8RO",,"1665","CARP*S",,"2163","CARP*S",
"10th style","Boundary","876","ATIA",,"1842","MASAKI",,"2056","TANMEN",
"10th style","CARRY ON NIGHT(English version)","1018","ATIA",,"1389","CARP*S",,"2060","HORI",
"10th style","Changes","1349","ATIA",,"1958","HORI",,,,
"10th style","Daisuke","1223","ATIA",,"1692","CARP*S",,"2395","MOKA.A",
"10th style","Debtty Daddy","1061","HI-G",,"1994","CARP*S",,"2708","DOLCF",
"10th style","desolation","489","STA",,"661","4CHO-",,"764","-LARK-",
"10th style","DoLL","956","HI-G",,"1249","RIN.T",,"1617","XAN.L",
"10th style","Don't forget","844","STA",,"1171","*YAI3*",,"1652","DOLCF",
"10th style","Drop on the floor","851","STA",,"1701","TOTORI",,"1871","YUJIUS",
"10th style","EXE","887","LARK!M",,"1648","CARP*S",,"2248","DOLCF",
"10th style","Feedback","1075","LARK!M",,"1611","FULPOP",,"1966","DOLCF",
"10th style","FEEL IT","946","LARK!M",,"1743","SK.HO4",,"2010","EMT2",
"10th style","Freezing atmosphere","825","STA",,"1143","RIE.",,"1528","DO",
"10th style","GHOST REVIVAL","928","LARK!M",,"2060","TOTORI",,"2589","DOLCF",
"10th style","GRADIUS -FULL SPEED-","759","STA",,"1245","873ZKI",,"2119","DOLCF",
"10th style","HI SCHOOL DREAM","942","STA",,"1443","HINS",,"1822","DOLCF",
"10th style","HIGH","933","LARK!M",,"1927","TOTORI",,"2171","TANMEN",
"10th style","Innocent Walls","1646","ZOO",,"2495","G-!",,"2820","DOLCF",
"10th style","LIMITED","666","LARK!M",,"1351","TOTORI",,"1503","PCX",
"10th style","Love Is Eternity","1233","ATIA",,"2006","CARP*S",,"2408","TANMEN",
"10th style","LOW","692","STA",,"1509","TOTORI",,"1737","DOLCF",
"10th style","Lucy","970","HI-G",,"1794","G-!",,"2317","TANMEN",
"10th style","Narcissus At Oasis","784","STA",,"1589","CARP*S",,"1663","DOLCF",
"10th style","No.13","1685","RIN.T",,"2688","EMT2",,"3172","DOLCF",
"10th style","One More Lovely","877","4CHO-",,"1642","MYG-C",,"2839","DOLCF",
"10th style","pandora","909","LARK!M",,"1694","CARP*S",,"1851","DOLCF",
"10th style","rainbow rainbow","1584","RIN.T",,"2277","ZANO",,"2704","DOLCF",
"10th style","Ready To Rockit Blues","596","STA",,"1060","AYANE.",,"1221","GARALY",
"10th style","Rise'n Beauty","1297","LARK!M",,"1673","CARP*S",,"2177","DOLCF",
"10th style","SHOOTING STAR","1291","ATIA",,"1692","ARAD",,"2282","DOLCF",
"10th style","Smell Like This","1047","ATIA",,"1358","ARAD",,"1699","DOLCF",
"10th style","SPACE FIGHT","656","STA",,"1517","ARAD",,"2243","DOLCF",
"10th style","システムロマンス","913","LARK!M",,"1784","GES8RO",,"2036","DOLCF",
"10th style","雪月花","1263","ATIA",,"1923","ZENO",,"2529","DOLCF",
"IIDX RED","AA","1281","IMOTO*",,"2745","873ZKI",,"3616","DOLCF",
"IIDX RED","AGEHA","1071","ATIA",,"1761","CARP*S",,"1891","ALI-NA",
"IIDX RED","ANDROMEDA","1033","AYANE.",,"1940","CARP*S",,"2881","TANMEN",
"IIDX RED","awakening","1102","LARK!M",,"1484","CARP*S",,"1720","DOLCF",
"IIDX RED","Be quiet","1113","ATIA",,"1775","CARP*S",,"2216","DOLCF",
"IIDX RED","BLOCKS","829","UNYO",,"1341","CARP*S",,"1980","DOLCF",
"IIDX RED","BREATH","931","ATIA",,"1313","CARP*S",,"1734","XAN.L",
"IIDX RED","Click Again","921","STA",,"1455","ARAD",,"2156","DOLCF",
"IIDX RED","Close my Eyes for Me","1050","STA",,"1478","TOTORI",,"1845","DOLCF",
"IIDX RED","D.A.N.C.E.!","592","STA",,"851","4CHO-",,"1620","DO",
"IIDX RED","Don't be afraid myself","1126","LARK!M",,"1900","CARP*S",,"2283","DOLCF",
"IIDX RED","earth scape","456","BECK69",,"1054","4CHO-",,"1279","YMG-C",
"IIDX RED","FAKE TIME","1053","IIDX17",,"1761","YOZUCA",,"2375","DOLCF",
"IIDX RED","Fly Away To India","688","STA",,"1115","ARAD",,"1408","DOLCF",
"IIDX RED","GENOCIDE","1164","RIN.T",,"2134","EMT2",,"2404","TANMEN",
"IIDX RED","gigadelic","1520","TANMEN",,"2177","POLO",,"2551","DOLCF",
"IIDX RED","HORIZON","1088","LARK!M",,"1564","RIN.T",,"1972","TANMEN",
"IIDX RED","INJECTION OF LOVE","686","STA",,"1058","ARAD",,"1531","POLO",
"IIDX RED","KEY","1143","STA",,"1883","RIN.T",,"2858","TANMEN",
"IIDX RED","Les filles balancent","939","STA",,"1253","STREAM",,"1643","TANMEN",
"IIDX RED","NEBULA GRASPER","1378","IMOTO*",,"2048","CARP*S",,"2464","XAN.L",
"IIDX RED","Raspberry Heart(English version)","1058","ATIA",,"1582","PAPY",,"1860","HORI",
"IIDX RED","RED ZONE","1128","AYANE.",,"1932","CARP*S",,"2336","DOLCF",
"IIDX RED","RESONATE 1794","936","LARK!M",,"1477","ZENO",,"1885","DOLCF",
"IIDX RED","Secret of Love","1101","HI-G",,"1477","GES8RO",,"2024","DOLCF",
"IIDX RED","SPEEDY CAT","1137","ATIA",,"1712","CARP*S",,"2040","DOLCF",
"IIDX RED","Sphere","1078","STA",,"1967","CARP*S",,"2207","-LARK-",
"IIDX RED","spiral galaxy","1088","LARK!M",,"2095","*KNST*",,"2586","DOLCF",
"IIDX RED","TEXTURE","584","STA",,"980","JAI&CO",,"1178","DOLCF",
"IIDX RED","The Hope of Tomorrow","1069","UNYO",,"1731","CARP*S",,"1958","DOLCF",
"IIDX RED","ULTiMΛTE","957","*BACA*",,"1480","JAI&CO",,"2003","-LARK-",
"IIDX RED","Wonder Bullfighter","972","HI-G",,"1470","TOTORI",,"2045","DO",
"IIDX RED","ピアノ協奏曲第1番”蠍火”","841","AYANE.",,"2156","DOLCF",,"2707","DOLCF",
"IIDX RED","大桟橋","493","STA",,"1136","ARAD",,"1854","DOLCF",
"IIDX RED","太陽 ～T･A･I･Y･O～","837","AYANE.",,"1438","CARP*S",,"1744","NEFF",
"HAPPY SKY","100% minimoo-G","944","HI-G",,"1712","A-YA*",,"1742","DOLCF",
"HAPPY SKY","Agnus Dei","924","LARK!M",,"1691","CARP*S",,"2081","XAN.L",
"HAPPY SKY","alla turca con passione","815","LARK!M",,"1650","CARP*S",,"2193","DOLCF",
"HAPPY SKY","Aurora","1420","RIN.T",,"2164","JAI&CO",,"2546","DOLCF",
"HAPPY SKY","CaptivAte～浄化～","1070","LARK!M",,"1871","CARP*S",,"2474","DOLCF",
"HAPPY SKY","Catch Me","804","STA",,"1324","ARAD",,"1829","DO",
"HAPPY SKY","double thrash","1048","STA",,"2089","CARP*S",,"2366","DOLCF",
"HAPPY SKY","EDEN","1319","RIN.T",,"1933","ZENO",,"2719","MOKA.A",
"HAPPY SKY","EMPTY OF THE SKY","668","STA",,"1049","LARK!M",,"1682","EMT2",
"HAPPY SKY","First Resolution","841","ATIA",,"1613","CARP*S",,"2150","DOLCF",
"HAPPY SKY","garden","879","UNYO",,"1532","MASAKI",,"2177","-LARK-",
"HAPPY SKY","Get'em up to R.A.V.E","1193","LARK!M",,"1769","CARP*S",,"2292","DOLCF",
"HAPPY SKY","GREEN EYES","1013","STA",,"1647","CARP*S",,"2223","TANMEN",
"HAPPY SKY","HAPPY☆ANGEL","1107","*ALU*",,"1557","CARP*S",,"2095","DOLCF",
"HAPPY SKY","I am","1105","STA",,"1755","CARP*S",,"2175","DOLCF",
"HAPPY SKY","in motion","860","LARK!M",,"1081","HALPOP",,"1314","DDN",
"HAPPY SKY","INAZUMA","1118","LARK!M",,"1840","CARP*S",,"2712","DOLCF",
"HAPPY SKY","LESSON 5","1301","HI-G",,"1871","CARP*S",,"2503","DOLCF",
"HAPPY SKY","Little Little Princess","1111","LARK!M",,"2211","ALI-NA",,"2785","DOLCF",
"HAPPY SKY","Love Magic","1026","STA",,"1772","873ZKI",,"1957","DOLCF",
"HAPPY SKY","MOON RACE","868","ATIA",,"1185","CARP*S",,"1895","K.F",
"HAPPY SKY","PLASMA","958","STA",,"1692","CARP*S",,"2278","CARP*S",
"HAPPY SKY","Pollinosis","807","LARK!M",,"1170","IMOTO*",,"2530","DOLCF",
"HAPPY SKY","POODLE","982","UNYO",,"1902","RIN.T",,"2300","-LARK-",
"HAPPY SKY","rage against usual","1385","IJLLMM",,"2072","ZENO",,"2982","DOLCF",
"HAPPY SKY","SCREAM SQUAD","1200","IIDX17",,"1681","CINK",,"2083","DOLCF",
"HAPPY SKY","Scripted Connection⇒ A mix","1703","N!?",,"2281","XAN.L",,"3122","DOLCF",
"HAPPY SKY","Scripted Connection⇒ H mix","1726","N!?",,"2082","MYG-C",,"2522","DOLCF",
"HAPPY SKY","Scripted Connection⇒ N mix","1341","N!?",,"1692","JAI&CO",,"2118","TANMEN",
"HAPPY SKY","SigSig","1093","LARK!M",,"1711","CARP*S",,"2605","TANMEN",
"HAPPY SKY","SPARK!","707","STA",,"1336","AYANE.",,"1605","DO",
"HAPPY SKY","Tizona d'El Cid","987","UNYO",,"1959","BBC",,"2329","TANMEN",
"HAPPY SKY","Twelfth Style","1247","HI-G",,"1538","CARP*S",,"2043","DOLCF",
"HAPPY SKY","vault of heaven","802","UNYO",,"1451","CARP*S",,"2007","DOLCF",
"HAPPY SKY","Votum stellarum","823","AYANE.",,"1692","CARP*S",,"1994","DOLCF",
"HAPPY SKY","We are disっ娘よっつ打ち命","672","STA",,"978","UNYO",,"1668","TOMOE",
"HAPPY SKY","Xepher","1137","RIN.T",,"2226","CARP*S",,"3000","DOLCF",
"HAPPY SKY","オレはビートマニア！お前は何マニア？","822","AYANE.",,"1491","FULPOP",,"1703","DOLCF",
"HAPPY SKY","キャッシュレスは愛情消すティッシュ","817","STA",,"1361","873ZKI",,"2136","EMT2",
"HAPPY SKY","ラクエン","732","STA",,"961","TOTORI",,"1982","DOLCF",
"HAPPY SKY","冥","1084","N!?",,"2158","ZENO",,"3771","DOLCF",
"HAPPY SKY","合体せよ!!ストロングイェーガー!!(Ryu☆ remix)","1122","LARK!M",,"1583","ARAD",,"1927","DOLCF",
"HAPPY SKY","月光","906","LARK!M",,"1784","CARP*S",,"2475","DOLCF",
"DistorteD","ALFARSHEAR 双神威に廻る夢","1094","RIN.T",,"1672","873ZKI",,"2089","POLO",
"DistorteD","Apocalypse～dirge of swans～","1010","AYANE.",,"1817","CARP*S",,"2396","DOLCF",
"DistorteD","ay carumba!!!!","1032","STA",,"1574","CARP*S",,"1923","DOLCF",
"DistorteD","BALLAD THE FEATHERS","734","STA",,"1104","UNYO",,"1518","TOMOE",
"DistorteD","Bloody Tears(IIDX EDITION)","1145","IMOTO*",,"2008","CARP*S",,"2172","DO",
"DistorteD","bluemoon","584","STA",,"1714","JAI&CO",,"2302","*HUYU*",
"DistorteD","BOOM BOOM DISCO NIGHT","1034","STA",,"1855","CARP*S",,"2285","HORI",
"DistorteD","Broadbanded","908","G-!",,"1441","G-!",,"2022","TANMEN",
