バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER EXスコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA EXスコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
7th style,Last Message,EUROBEAT,good-cool feat. Meg,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,1548,735,78,8,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-16 08:50
7th style,Let the Snow Paint Me,AMBIENT POP,Sana,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
7th style,Love Me Do,NEW WAVE,AKIRA YAMAOKA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
7th style,Spica,HOUSE,D.JW,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,HARD CLEAR,---,11,2089,963,163,21,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-09 12:18
7th style,stoic,TECHNO,TaQ,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
7th style,Tomorrow Perfume,TRANCE,dj TAKA,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
7th style,traces,TRANCE,TaQ,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
7th style,ZERO-ONE,ELECTROSHOCK,Mr.T,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
7th style,革命,ORCHESTRAL,dj TAKA with NAOKI,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,abstract,BIG BEAT,TaQ,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,airflow,INSTRUMENTAL,Mr.T,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,FULLCOMBO CLEAR,---,7,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,Attitude,TRANCE,Y&Co.,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,9,1727,846,35,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-23 08:34
8th style,bit mania,テクノ歌謡,AKIRA YAMAOKA,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,Blame,EUROBEAT,good-cool feat. Jeff Coote,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,CELEBRATE NITE,EURO GROOVE,N.M.R,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,Colors -Y&Co. Eurobeat Remix-,EUROBEAT,dj TAKA (remixed by 横田商会),0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,dual control,GARAGE HOUSE,Mr.T,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,EASY CLEAR,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,Giudecca,PSYCHEDELIC TECHNO,D.J.SETUP,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2589,1233,123,13,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-16 09:55
8th style,Halfway of promise,GIRL ROCK,Yu Takami feat. Shihori Nakane,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,NO PLAY,---,11,1760,832,96,8,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-02-22 09:52
8th style,HYPER BOUNDARY GATE,GOA TRANCE,L.E.D.LIGHT,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,LAB,RAVE,RAM,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,LOVE IS ORANGE,HARD CHANSON,Orange Lounge,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,Luv 2 Feel Your Body,2 STEP,Shoichiro Hirata,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1547,711,125,11,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-10 08:36
8th style,memories,BEAT ROCK,TAKA,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,9,2196,1044,108,5,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-16 09:20
8th style,Monkey Dance,EUROBEAT,Y&Co.,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,murmur twins,CUDDLECORE,yu_tokiwa.djw,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,MUSIC TO YOUR HEAD,TECHNO,SLAKE,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,PLEASE DON'T GO,DISCO,ASLETICS,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,12,2281,1074,133,36,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-16 09:23
8th style,rainbow flyer,TRANCE,dj TAKA,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2045,978,89,8,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-18 11:35
8th style,symbolic,TECHNO,TaQ,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2171,1044,83,9,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-02-22 11:12
8th style,thunder,HOUSE,Lion MUSASHI,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,WAR GAME,HIP HOP,ASLETICS,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,World Wide Love,POPS,MTO,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,FULLCOMBO CLEAR,---,5,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,xenon,ELECTROSHOCK,Mr.T,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
8th style,桜,SPIRITUAL,Reven-G,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,1900,856,188,31,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-11-16 09:25
8th style,蒼い衝動,J-TRANCE,NAOKI feat.YUKI,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,Abyss -The Heavens Remix-,TRANCE CORE,dj TAKA Remixed by Ryu☆,0,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,ACT,RAVE,RAM,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,ATOMIC AGE,ENSEMBLE,SHUNZZY,5,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1295,620,55,1,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-18 11:12
9th style,BAD BOY BASS!! (dj Remo-con MIX),NRG,Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,bag,SPIRITUAL,Reven-G,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,BRIGHTNESS DARKNESS,ROCOCO TEK,SPARKER,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,8,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,Cradle,HEALIN' HARDCORE,positive MA feat.akino,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,Distress,MIXTURE,dj TAKA Remixed by TaQ,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,e-motion 2003  -romantic extra-,TRANCE,e.o.s. Remixed by dj TAKA,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,Golden Horn,TURKISH PIANO'N'BASS,Osamu Kubota,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,HYPER EUROBEAT (2DX style),EUROBEAT,NAOKI feat.PAULA TERRY,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,I Was The One (80's EUROBEAT STYLE),EUROBEAT,good-cool Remixed by NAOKI,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,Karma,DRUM'N'BASS,TaQ,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,Let The Snow Paint Me -Y&Co. Remix-,TRANCE,Sana Remixed by Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,EASY CLEAR,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,lights,SOUL,flare,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,lower world,TECHNO,D.J.SETUP,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,Make A Difference,GOSPEL,Lala Moore with CoCoRo*Co,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2199,1056,87,5,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-23 09:31
9th style,MARIA (I believe... ),EUROBEAT,NAOKI feat.PAULA TERRY,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,moon_child,POST ROCK,少年ラジオ,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,2461,1173,115,3,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-12-21 08:29
9th style,one or eight,HARDCORE RAVE,sampling masters AYA,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,quasar,TRANCE,OutPhase,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,2287,1127,33,3,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-10-27 09:00
9th style,Quickening,PSYCHEDELIC,dj TAKA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,Really Love,R&B,大部真由美,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,HARD CLEAR,---,10,1651,762,127,8,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-16 08:47
9th style,RISLIM -Remix-,ELECTRO 2 STEP,ric Remixed by Hisashi Nawata,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,rottel-the-Mercury,GABBA,sampling masters MEGA,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,SNOW,DRUM'N'BASS,RAM,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,STAR FIELD,TRANCE,SADA,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,9,1831,902,27,11,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-10 09:02
9th style,Sweet Sweet Magic,HAPPY HARDCORE,jun,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,SWEETEST SAVAGE,HIP HOP,ASLETICS,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
9th style,ライオン好き,ボデー,AKIRA YAMAOKA,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,HARD CLEAR,---,7,1496,741,14,1,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-16 08:44
9th style,真夏の花・真夏の夢,HOUSE,Sana,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,1st Samurai,お江戸テクノ,sampling masters MEGA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,ALIEN TEMPLE,PSYCHEDELIC TRANCE,PINK PONG,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,ASTRAL VOYAGE,DREAM TECHNO,EeL,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,BABY LOVE,ITALO POP,Noria,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,Back Into The Light,2STEP POP TRANCE,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,Boundary,ROCOCO TEK,SPARKER,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,CARRY ON NIGHT (English version),EUROBEAT,platoniX (EURO style),0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,Daisuke,EUROBEAT,Y&Co.,1,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,2362,1162,38,1,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-11 09:41
10th style,Debtty Daddy,ETHNO HARDCORE,sampling masters AYA,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2615,1259,97,7,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-30 09:09
10th style,desolation,PIANO BALLADE,Mr.T,1,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,5,760,374,12,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-23 11:48
10th style,DoLL,HYPER J-POP FOUR,ＴЁЯＲＡ,0,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,HARD CLEAR,---,7,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,EXE,ELECTROSHOCK,Mr.T,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,2194,1067,60,2,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-25 08:53
10th style,Feedback,BREAK BEATS,Audio Highs,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,1842,864,114,14,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-25 08:56
10th style,FEEL IT,DRUM'N'BASS,RAM,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,Freezing atmosphere,NATURAL SOUND,Twin AmadeuS,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,GHOST REVIVAL,GOA TRANCE,L.E.D.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,GRADIUS -FULL SPEED-,GAME MUSIC,Mr.T,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,HIGH,RAVE,RAM,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,Innocent Walls,TECHNO,TaQ,1,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,CLEAR,---,12,2652,1243,166,19,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-12-07 09:23
10th style,Love Is Eternity,TRANCE,kors k,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,2348,1135,78,2,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-10-27 09:03
10th style,Lucy,DANCE POP,ELE BLOCK,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2270,1106,58,4,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-30 09:12
10th style,Narcissus At Oasis,ARTCORE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,No.13,PROGRESSIVE BAROQUE,TAKA respect for J.S.B.,2,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,HARD CLEAR,---,11,3092,1494,104,2,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-11 12:57
10th style,One More Lovely,HAPPY,Risk Junk,4,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,12,2678,1254,170,8,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-25 12:38
10th style,pandora,TRANCE,dj TAKA feat.Tomomi,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
10th style,rainbow rainbow,HAPPY HARDCORE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
