"version","title","normalScore","normalDJName","normalPrefecture","hyperScore","hyperDJName","hyperPrefecture","anotherScore","anotherDJName","anotherPrefecture"
"4th style","KAMIKAZE","990","12TH",,"1439","AGUILA",,"2219","*HUYU*",
"4th style","LOVE WILL...","544","AMI5",,"744","AGUILA",,"1428","HELL",
"4th style","LUV TO ME(UCCHIE'S EDITION...","845","AMI4.9",,"1181","AGUILA",,"1630","WINTER",
"4th style","minimalian","527","RAQUEL",,"1064","SEKAI",,"1355","QED",
"4th style","Mr.T.(take me higher)","832","*TAM*",,"984","AGUILA",,"1695","ONSO9O",
"4th style","NORTH","598","*TAM*",,"907","AGUILA",,,,
"4th style","Nothing Ain't Stoppin' Us","390","AMI5",,"506","34NARA",,,,
"4th style","starmine*","885","RAQUEL",,"1368","X-KILA",,"1534","HELL",
"4th style","ULTRA HIGH-HEELS","738","HELL",,"885","AGUILA",,"967","HELL",
"4th style","Voltage(feat.Hidemaru)","911","N!?",,"1184","CARP",,"1278","U-NAGI",
"5th style","Abyss","1245","HELL",,"1567","AGUILA",,"1813","HELL",
"5th style","Give Me A Sign","845","TART",,"1221","AGUILA",,"1662","*HUYU*",
"5th style","in my eyes","936","TART",,"1417","AGUILA",,"1536","HELL",
"5th style","Kiss me all night long","896","SAKAKI",,"1193","AGUILA",,"1427","HELL",
"5th style","LOVE AGAIN TONIGHT-for Mel...","759","*TAM*",,"973","POMNIT",,"1096","HELL",
"5th style","Mobo☆Moga","709","SAKAKI",,"984","AMI5",,"1139","HELL",
"5th style","outer wall","915","AMI5",,"1318","CARP",,"1699","HELL",
"5th style","OVER THE CLOUDS","574","TART",,"1109","AMI5",,"1471","HELL",
"5th style","QQQ","1188","TART",,"1809","NEFF",,"2056","WINTER",
"5th style","Radical Faith","1150","TART",,"1451","MOMO00",,"1260","HELL",
"5th style","Real","1100","UNYO",,"1618","SETUNA",,"1751","K.",
"5th style","Regulus","1037","TE2YA*",,"1469","MYON",,"1659","*HUYU*",
"5th style","Remember You","368","TART",,"811","HELL",,,,
"5th style","RIDE ON THE LIGHT (HI GREA...","877","HELL",,"1046","NAO.",,"1670","ETOILE",
"5th style","RISLIM","900","HELL",,"1188","AMI5",,,,
"5th style","sometime","764","HELL",,"1028","PON-B",,"1278","HELL",
"5th style","Spin the disc","785","AMI4.9",,"1254","AGUILA",,"1285","*KNST*",
"5th style","STILL IN MY HEART","996","SAKAKI",,"1330","CAPCOM",,"1844","ZENO",
"5th style","still my words","898","TART",,"1198","HELL",,,,
"5th style","sync","1046","LUZAKI",,"1861","ZZ-ACE",,"2267","K.",
"5th style","tablets","737","HELL",,"1064","AGUILA",,"1537","KA",
"5th style","THE CUBE","722","TART",,"1238","JUNPY*",,"1306","HELL",
"5th style","V","1250","ALT",,"2400","ZENO",,"2859","LONDON",
"6th style","19,November","1084","TART",,"1398","AGUILA",,"1726","EDGAR",
"6th style","電人イェーガーのテーマ (Th...","1071","JUNP*",,"1510","AGUILA",,,,
"6th style","Blueberry Stream","819","YMG-C",,"1421","ZZ-ACE",,"1590","M*I*O*",
"6th style","Buffalo","982","12TH",,"1405","AGUILA",,"1715","MOMO00",
"6th style","Colors(radio edit)","1434","ZZ-ACE",,"1896","LUNASA",,"2288","WINTER",
"6th style","DIVE -INTO YOUR HEART-","1244","ANIES*",,"1804","HELL",,"2003","WINTER",
"6th style","Five Regrets","540","*TAM*",,"1099","DOLCE",,,,
"6th style","fly through the night","871","TART",,"1323","AGUILA",,"1641","HELL",
"6th style","Free Style","906","AMI5",,"1073","AGUILA",,"1244","HELL",
"6th style","Frozen Ray(original mix)","1265","GEN-2",,"1690","AGUILA",,"1730","SERA",
"6th style","G2","1411","TE2YA.",,"1742","CAPCOM",,"2196","ZENO",
"6th style","Linus","939","TART",,"1486","AGUILA",,"2094","WINTER",
"6th style","NEMESIS","992","TART",,"1550","LUNASA",,"1791","TOTORO",
"6th style","rottel-da-sun","793","TART",,"1294","HONOKA",,"1768","HELL",
"6th style","Summer Vacation(CU mix)","1247","AMI5",,"1756","WINTER",,,,
"6th style","Take It Easy","1428","SAKAKI",,"2327","ZENO",,"2411","WINTER",
"6th style","VJ ARMY","1246","TART",,"1640","AGUILA",,"1808","MOMO00",
"6th style","Y31","1252","TART",,"1491","MIND-S",,"1834","*HUYU*",
"6th style","こっちを向いてよ","845","HELL",,"1248","SAKAKI",,"1328","HELL",
"7th style","2002","814","TART",,"1244","AGUILA",,"1439","HELL",
"7th style","A","1245","UNYO",,"2051","ZZ-4NO",,"2342","IS-SAY",
"7th style","Bad Routine","1002","HELL",,"1374","HELL",,,,
"7th style","Burning Heat! (Full Option...","698","TART",,"938","WWWWWW",,"1422","WINTER",
"7th style","Cheer Train","898","HELL",,"1169","AGUILA",,"1647","YUJI",
"7th style","D2R","932","TART",,"1280","AGUILA",,"1566","HELL",
"7th style","DESTINY","1047","TART",,"1344","AGUILA",,"1777","HELL",
"7th style","foreplay","687","*TAM*",,"1163","AGUILA",,"1269","MOMO00",
"7th style","Glorious Days","500","TART",,"778","MIND-S",,"870","HELL",
"7th style","Gravity","1196","TART",,"1564","AGUILA",,,,
"7th style","Happy Wedding","1173","TART",,"1614","HARUKA",,"1749","WINTER",
"7th style","i feel...","889","HELL",,"1077","AGUILA",,"1214","HELL",
"7th style","Last Message","983","TART",,"1299","AGUILA",,"1548","WINTER",
"7th style","Let the Snow Paint Me","850","HELL",,"1042","AGUILA",,"1211","HELL",
"7th style","Love Me Do","1095","TART",,"1647","AGUILA",,"2028","KA",
"7th style","Marmalade Reverie","848","HELL",,"975","MMMMMM",,"1232","HELL",
"7th style","MAX 300","1069","CHRIS*",,"1838","*1048*",,,,
"7th style","Secret Tale","769","*TAM*",,"1108","AGUILA",,"1456","3838",
"7th style","Spica","645","*TAM*",,"1434","AGUILA",,"2091","WINTER",
"7th style","Spooky","1086","UNYO",,"1359","AGUILA",,"1580","WINTER",
"7th style","stoic","1652","HELL",,"2318","AGUILA",,"2436","U-NAGI",
"7th style","Tomorrow Perfume","1261","ANIES*",,"1846","PTAPON",,"2020","WINTER",
"7th style","traces","1462","ANIES*",,"1859","ZZ-ACE",,"2046","HELL",
"7th style","ZERO-ONE","1064","SAKAKI",,"1645","AGUILA",,"2120","WINTER",
"7th style","革命","740","TART",,"1896","AGUILA",,"2206","J.K",
"8th style","abstract","1238","TART",,"1566","AGUILA",,"1819","WINTER",
"8th style","airflow","567","TART",,"773","AGUILA",,"1392","SERA",
"8th style","ALIEN WORLD","924","HELL",,"1137","AGUILA",,"1402","6UNIX9",
"8th style","蒼い衝動","909","UNYO",,"1331","AGUILA",,"1534","WIN-98",
"8th style","Attitude","1014","HELL",,"1385","CARP",,"1697","HELL",
"8th style","bit mania","895","UNYO",,"1251","AGUILA",,"1813","HELL",
"8th style","Blame","1157","UNYO",,"1512","AGUILA",,"1836","WINTER",
"8th style","Blown My Heart Away","819","TART",,"1103","AGUILA",,"1579","JAI&CO",
"8th style","CELEBRATE NITE","908","HELL",,"1144","AGUILA",,"1367","HELL",
"8th style","Colors -Y&Co. EUROBEAT Rem...","1135","HELL",,"1959","AGUILA",,"2113","HELL",
"8th style","DANCER","861","UNYO",,"1015","CAPCOM",,"1363","HELL",
"8th style","Drivin'","896","UNYO",,"1261","AGUILA",,"1691","YUJI",
"8th style","dual control","765","TART",,"1410","ZZ-4NO",,"1803","WINTER",
"8th style","Foundation of our love","455","*TAM*",,"1281","AGUILA",,"1567","HELL",
"8th style","Giudecca","910","HELL",,"1893","JAI&CO",,"2545","WINTER",
"8th style","Halfway of promise","934","HELL",,"1461","AGUILA",,"1754","KA",
"8th style","夜のサングラス","1044","TART",,"1277","AGUILA",,"1833","MIATOR",
"8th style","LAB","1027","SAKAKI",,"1918","ZZ-ACE",,"2026","WINTER",
"8th style","LOVE IS ORANGE","787","U.EWIN",,"1009","ZZ-4NO",,"1741","KA",
"8th style","memories","1097","ANIES*",,"1973","AGUILA",,"2155","WINTER",
"8th style","Monkey Dance","807","UNYO",,"1320","AGUILA",,"1901","HELL",
"8th style","murmur twins","1091","N!?",,"1622","AGUILA",,"2259","WINTER",
"8th style","PLEASE DON'T GO","971","TART",,"1355","AGUILA",,"2288","MOMO00",
"8th style","rainbow flyer","813","HELL",,"1607","KIRBY*",,"2029","*2029*",
"8th style","Red Nikita","681","HELL",,"1275","MYG-C",,"1387","WINTER",
"8th style","symbolic","1383","UNYO",,"1786","HARUKA",,"2125","WINTER",
"8th style","thunder","1153","UNYO",,"1532","MIO#U#",,"1817","WINTER",
"8th style","V35","1001","HELL",,"1459","AGUILA",,"1915","AGUILA",
"8th style","WAR GAME","941","12TH",,"1477","ADELE",,"2012","WINTER",
"8th style","World Wide Love","694","TART",,"1024","AGUILA",,"1095","HELL",
"8th style","xenon","1091","UNYO",,"1641","AGUILA",,"2587","J.K",
"8th style","合体せよ！ストロングイェー...","1526","UNYO",,"1682","HELL",,,,
"8th style","桜","977","TE2YA*",,"1503","ZENO",,"2040","B-WING",
"9th style","Abyss -The Heavens Remix-","1464","TE2YA*",,"1787","JAI&CO",,"2272","HELL",
"9th style","ACT","1026","SAKAKI",,"1647","JAI&CO",,"1785","*1048*",
"9th style","ATOMIC AGE","361","*TAM*",,"670","MIND-S",,"1177","WINTER",
"9th style","BAD BOY BASS!!(dj Remo-con...","910","HELL",,"1358","AGUILA",,"1723","6UNIX9",
"9th style","bag","905","HELL",,"1177","AGUILA",,,,
"9th style","Be Rock U(1998 burst style...","851","SAKAKI",,"1313","AGUILA",,"1777","MOMO00",
"9th style","BREEDING","857","SAKAKI",,"1406","WWWWWW",,"1494","HELL",
"9th style","BRIGHTNESS DARKNESS","715","ZAN.T",,"1447","AGUILA",,"1703","*3",
"9th style","CHARLOTTE","641","TART",,"874","AGUILA",,"1428","HELL",
"9th style","Cradle","896","TART",,"1422","AGUILA",,"1527","U-NAGI",
"9th style","Distress","1301","12TH",,"1786","WINTER",,,,
"9th style","Dreamin' Sun","1126","TE2YA*",,"1811","AGUILA",,"2066","HELL",
"9th style","e-motion 2003 -romantic ex...","1266","UNYO",,"1551","AGUILA",,"1902","DNUOS",
"9th style","ECHOES","907","TART",,"1140","AGUILA",,"1970","6UNIX9",
"9th style","FESTA DO SOL","668","AMI5",,"1208","AGUILA",,"1606","HELL",
"9th style","Golden Horn","693","TART",,"1208","CARP",,"1445","KA",
"9th style","HYPER EUROBEAT(2DX STYLE)","1071","*ARIA*",,"1614","JAI&CO",,"1884","SERA",
"9th style","I can fly, I've got reason","597","YMG-C",,"1032","ISAN",,"1309","KA",
"9th style","I Was The One(80's EUROBEA...","777","*TAM*",,"1318","AGUILA",,"1401","3838",
"9th style","I'm in Love Again - Y&Co. ...","716","AMI5",,"1277","CARP",,"1740","HELL",
"9th style","Karma","1274","*ARIA*",,"1608","180SX",,"1732","WINTER",
"9th style","Let The Snow Paint Me -Y&C...","821","TART",,"1246","AGUILA",,"1750","HELL",
"9th style","Let's say Hello!","837","AMI5",,"1255","AGUILA",,"1601","HELL",
"9th style","lights","695","*TAM*",,"1422","AGUILA",,"1706","WINTER",
"9th style","Logic Board","1027","*TAM*",,"1722","DRAIN*",,"2246","WINTER",
"9th style","LOVE SHINE","839","SAKAKI",,"1763","ZENO",,"2004","HELL",
"9th style","lower world","1335","UNYO",,"1817","*REI.",,"2147","WINTER",
"9th style","MARIA(I believe...)","729","AMI5",,"1531","ZZ-4NO",,"1863","LONDON",
"9th style","moon_child","1023","UNYO",,"1918","JAI&PY",,"2400","WINTER",
"9th style","one or eight","1289","SAKAKI",,"1811","AGUILA",,"2125","TOKI",
"9th style","PARANOIA survivor MAX","831","TART",,"1207","34NARA",,"1393","WINTER",
"9th style","Prelude","851","UNYO",,"1348","AGUILA",,"1949","HELL",
"9th style","quasar","1139","TE2YA*",,"1737","CARP",,"2196","DOLCE",
"9th style","Quickening","925","UNYO",,"1682","JAI&CO",,"2028","J.K",
"9th style","Really Love","638","AMI5",,"921","HONOKA",,"1664","KAZUMA",
"9th style","RISLIM -Remix-","792","HELL",,"972","AGUILA",,"1780","MOMO00",
"9th style","rottel-the-Mercury","978","SAKAKI",,"1858","ZENO",,"2187","KA",
"9th style","Silvia Drive","831","HELL",,"1498","AGUILA",,"1979","*HUYU*",
"9th style","STAR FIELD","693","*TAM*",,"1540","AGUILA",,"1819","HELL",
"9th style","Sweet Sweet Magic","984","16GO!!",,"1489","46",,"1965","WINTER",
"9th style","The end of my spiritually","911","TART",,"1141","AGUILA",,"1252","HELL",
"9th style","Two DAYS OF LOVE","828","AMI5",,"1336","CARP",,"1804","KAIBE6",
"9th style","u gotta groove- extend joy...","513","TART",,"953","AGUILA",,"1372","HELL",
"9th style","Your Body","1023","TART",,"1306","AGUILA",,"2144","*HUYU*",
"9th style","ライオン好き","642","*TAM*",,"1171","AGUILA",,"1464","HELL",
"9th style","昭和企業戦士荒山課長","769","TART",,"1433","AGUILA",,"1585","HELL",
"9th style","真夏の花・真夏の夢","811","AMI4.9",,"1161","HELL",,,,
"10th style","1st Samurai","1057","SAKAKI",,"1892","SAHARA",,"2533","MOMO00",
"10th style","5.8.8.","438","TART",,"780","CARP",,"1045","HELL",
"10th style","A-JAX(3-WAY MIX)","828","AMI5",,"1273","AGUILA",,"1955","WINTER",
"10th style","雪月花","1213","SAKAKI",,"1844","ZENO",,"2362","WANTAN",
"10th style","ALIEN TEMPLE","977","SAKAKI",,"1596","AGUILA",,"1935","HELL",
"10th style","ASTRAL VOYAGE","990","HELL",,"1389","AGUILA",,"1835","WINTER",
"10th style","BABY LOVE","1158","SAKAKI",,"1641","1016.",,"2047","KA",
"10th style","Back Into The Light","1156","SAKAKI",,"1603","HELL",,"2087","SERA",
"10th style","Boundary","849","UNYO",,"1762","ZENO",,"1977","HELL",
"10th style","CARRY ON NIGHT (English ve...","983","HELL",,"1336","ZZ-4NO",,"1953","DRIVE.",
"10th style","choo choo train (dnb mix)","555","TART",,"1058","POMNIT",,"1295","SERA",
"10th style","COSMIC RAISE","739","TART",,"1209","CARP",,"1662","WINTER",
"10th style","Daisuke","1185","UNYO",,"1626","JAI&CO",,"2309","WINTER",
"10th style","Debtty Daddy","1024","TART",,"1903","AGUILA",,"2585","U-NAGI",
"10th style","desolation","472","TART",,"633","TART",,"735","HELL",
"10th style","DoLL","935","*ARIA*",,"1213","TART",,"1575","ZENO",
"10th style","Don't forget","821","*TAM*",,"1134","AGUILA",,"1597","HELL",
"10th style","Drop on the floor","824","AMI5",,"1641","KIRBY*",,"1797","WIN-98",
"10th style","EXE","855","TART",,"1595","AGUILA",,"2147","AMELIA",
"10th style","Feedback","1029","TART",,"1539","YMG-C",,"1849","*HUYU*",
"10th style","FEEL IT","924","ANIES*",,"1649","ANIES*",,"1899","EMT2",
"10th style","Freezing atmosphere","800","N!?",,"1106","AGUILA",,"1460","MOMO00",
"10th style","GHOST REVIVAL","898","SAKAKI",,"1956","AGUILA",,"2448","WINTER",
"10th style","GRADIUS -FULL SPEED-","736","TART",,"1192","M*I*O",,"1973","WINTER",
"10th style","HI SCHOOL DREAM","912","UNYO",,"1403","AGUILA",,"1763","HELL",
"10th style","HIGH","910","ANIES*",,"1863","SUZAKU",,"2096","WINTER",
"10th style","Innocent Walls","1590","CAPCOM",,"2334","WANTAN",,"2638","WINTER",
"10th style","Love Is Eternity","1183","UNYO",,"1912","AGUILA",,"2285","*HUYU*",
"10th style","LOW","678","*TAM*",,"1447","AGUILA",,"1658","KA",
"10th style","Lucy","948","HELL",,"1732","*TOUCH",,"2235","WIN-98",
"10th style","Narcissus At Oasis","765","*TAM*",,"1508","ZZ-4NO",,"1573","WINTER",
"10th style","NO DOUBT GET LOUD","461","TART",,"919","AGUILA",,"963","HELL",
"10th style","No.13","1613","POMNIT",,"2548","JAI&CO",,"2982","WINTER",
"10th style","One More Lovely","858","16GO!!",,"1588","BYUNAY",,"2656","TOTORO",
"10th style","pandora","882","*ARIA*",,"1629","CARP",,"1773","HELL",
"10th style","PLATONIC-XXX","813","HELL",,"1056","AGUILA",,"1429","HELL",
"10th style","R2","1029","SAKAKI",,"1398","JAI&CO",,"2110","ZENO",
"10th style","rainbow rainbow","1522","SAKAKI",,"2162","ZENO",,"2582","IKAFLY",
"10th style","Rise'n Beauty","1255","HANACO",,"1599","CARP",,"2091","DNUOS",
"10th style","scherzo","619","TART",,"1459","CARP",,"1589","KA",
"10th style","SHOOTING STAR","1241","SAKAKI",,"1629","AGUILA",,"2171","SERA",
"10th style","Smell Like This","1014","TART",,"1319","AGUILA",,"1637","KAIBE6",
"10th style","SPACE FIGHT","641","TART",,"1468","AGUILA",,"2140","WINTER",
"10th style","Think of me","548","TART",,"776","AGUILA",,"1468","HELL",
"10th style","システムロマンス","895","HELL",,"1724","AGUILA",,"1968","ZENO",
"10th style","一途な恋 (HYPER J-EURO MIX...","811","HELL",,"1211","AGUILA",,"1525","WIN-98",
"IIDX RED","AA","1238","SAKAKI",,"2619","WIN-98",,"3389","3525",
"IIDX RED","太陽 ～T･A･I･Y･O～","809","HELL",,"1381","AGUILA",,"1672","WINTER",
"IIDX RED","大桟橋","474","AMI5",,"1094","AGUILA",,"1745","IKAFLY",
"IIDX RED","AGEHA","1048","ANIES*",,"1688","CAPCOM",,"1818","HELL",
"IIDX RED","ANDROMEDA","1008","SAKAKI",,"1896","SERA",,"2768","J.K",
"IIDX RED","awakening","1073","HELL",,"1429","34NARA",,"1640","HELL",
"IIDX RED","Back to the Dance Floor","721","*TAM*",,"1156","AGUILA",,"2043","HELL",
"IIDX RED","Be quiet","1071","UNYO",,"1709","KIRBY*",,"2135","WINTER",
"IIDX RED","believe ... ?","727","UNYO",,"1319","AGUILA",,"1742","HELL",
"IIDX RED","BLOCKS","811","HELL",,"1292","CARP",,"1887","WANTAN",
"IIDX RED","BREATH","893","UNYO",,"1269","AGUILA",,"1656","KAIBE6",
"IIDX RED","CAR OF YOUR DREAMS","973","SAKAKI",,"1415","AGUILA",,"1780","HELL",
"IIDX RED","Click Again","892","HELL",,"1392","AGUILA",,"2050","WINTER",
"IIDX RED","Close my Eyes for Me","1016","TART",,"1401","SAKAKI",,"1776","MOMO00",
"IIDX RED","D.A.N.C.E.!","581","TART",,"818","SETUNA",,"1550","*KNST*",
"IIDX RED","Don't be afraid myself","1087","SAKAKI",,"1820","AGUILA",,"2177","HELL",
"IIDX RED","earth scape","439","SHINO*",,"1006","*YUMA*",,"1252","2ND",
"IIDX RED","EVO66","833","TART",,"1546","AGUILA",,"1895","MOMO00",
"IIDX RED","FAKE TIME","1015","TART",,"1694","KIRA",,"2243","BO9O-N",
"IIDX RED","Fly Away To India","670","AMI5",,"1078","AGUILA",,"1356","MOMO00",
"IIDX RED","GENOCIDE","1110","JUNP*",,"2014","ZENO",,"2271","IS-SAY",
"IIDX RED","gigadelic","1471","ANIES*",,"2053","ZENO",,"2410","WINTER",
"IIDX RED","HARMONY","814","TART",,"1329","AGUILA",,"1624","HELL",
"IIDX RED","HORIZON","1059","*TAM*",,"1505","AGUILA",,"1906","HELL",
"IIDX RED","惑 -perplexity-","679","UNYO",,"940","UNYO",,"1342","HELL",
"IIDX RED","INJECTION OF LOVE","667","KEY.",,"1024","AGUILA",,"1480","HELL",
"IIDX RED","Kecak","988","TART",,"1632","AGUILA",,"2316","WINTER",
"IIDX RED","KEY","1098","ANIES*",,"1805","MIND-S",,"2720","ZENO",
"IIDX RED","KING OF GROOVE","896","HELL",,"1583","CARP",,"2106","RIN",
"IIDX RED","KI･SE･KI(IIDX RED EDIT)","735","UNYO",,"1270","AGUILA",,"1832","HELL",
"IIDX RED","Les filles balancent","910","ANIES*",,"1210","CARP",,"1585","HELL",
"IIDX RED","listen to yourself","746","YMG-C",,"1162","AGUILA",,"2014","MYG-C",
"IIDX RED","More Move","949","TART",,"1458","JAI&CO",,"1643","WINTER",
"IIDX RED","Move Me","664","TE2YA*",,"1129","ANIES*",,"1567","MC-AUI",
"IIDX RED","NEBULA GRASPER","1330","ANIES*",,"1949","YUKKI-",,"2351","J.K",
"IIDX RED","NIGHT FLIGHT TO TOKYO","1172","AMI5",,"1672","AGUILA",,"2255","YUJI",
"IIDX RED","ON THE TUBE","984","UNYO",,"1772","JIRAI8",,"2054","WINTER",
"IIDX RED","PERFECTWORLD","570","*TAM*",,"892","AGUILA",,"1460","WAIL",
"IIDX RED","Raspberry Heart(English ve...","1016","*ARIA*",,"1520","AGUILA",,"1788","K.",
"IIDX RED","RED ZONE","1091","ZAN.T",,"1846","*EMT2*",,"2223","WINTER",
"IIDX RED","RESONATE 1794","912","ANIES*",,"1403","ZENO",,"1793","ZENO",
"IIDX RED","ROK DA WORLD","754","HELL",,"1351","AGUILA",,"1864","HELL",
"IIDX RED","Secret of Love","1062","TART",,"1419","AGUILA",,"1930","DOLCE",
"IIDX RED","SPEEDY CAT","1098","SAKAKI",,"1653","ZZ-4NO",,"1951","HELL",
"IIDX RED","Sphere","1043","M.TMIE",,"1889","ZENO",,"2088","KA",
"IIDX RED","spiral galaxy","1067","TE2YA*",,"2014","HELL",,"2456","2JIZOU",
"IIDX RED","Tell Me More…","569","TART",,"1016","AGUILA",,"1633","MOMO00",
"IIDX RED","TEXTURE","571","*TAM*",,"937","AGUILA",,"1134","HELL",
"IIDX RED","The Hope of Tomorrow","1035","SAKAKI",,"1651","DOLCE",,"1869","KAIBE6",
"IIDX RED","ULTiMΛTE","931","SAKAKI",,"1439","M*I*O",,"1933","KAIBE6",
"IIDX RED","Wonder Bullfighter","948","AMI5",,"1410","AGUILA",,"1943","MOMO00",
"IIDX RED","ピアノ協奏曲第1番”蠍火”","815","ANIES*",,"2040","WINTER",,"2507","WINTER",
"HAPPY SKY","100% minimoo-G","911","SAKAKI",,"1635","WINTER",,"1659","U-NAGI",
"HAPPY SKY","Agnus Dei","900","HELL",,"1610","AGUILA",,"1985","ZENO",
"HAPPY SKY","alla turca con passione","800","UNYO",,"1577","CARP",,"2100","HELL",
"HAPPY SKY","Aurora","1345","*ARIA*",,"2068","WAIL",,"2406","WINTER",
"HAPPY SKY","CaptivAte～浄化～","1033","N!?",,"1794","KAKU",,"2352","ZENO",
"HAPPY SKY","Catch Me","774","TART",,"1257","AMI5",,"1707","KA",
"HAPPY SKY","Don't let it go","698","TART",,"1220","AGUILA",,"1623","HELL",
"HAPPY SKY","double thrash","1011","TART",,"1958","MOCHA#",,"2233","WINTER",
"HAPPY SKY","EDEN","1288","SAKAKI",,"1887","ZENO",,"2643","KAIBE6",
"HAPPY SKY","EMPTY OF THE SKY","654","*TAM*",,"1023","AKI-15",,"1639","HELL",
"HAPPY SKY","First Resolution","820","SAKAKI",,"1572","AGUILA",,"2079","WINTER",
"HAPPY SKY","FUNKTION","943","*TAM*",,"1598","WAIL",,"1969","WANTAN",
"HAPPY SKY","garden","853","HANACO",,"1472","YUTA",,"2058","WINTER",
"HAPPY SKY","Get'em up to R.A.V.E","1145","ZAN.T",,"1694","AGUILA",,"2177","WINTER",
"HAPPY SKY","GREEN EYES","975","TART",,"1559","BAUM-K",,"2126","WINTER",
"HAPPY SKY","HAPPY☆ANGEL","1072","16GO!!",,"1517","WWWWWW",,"2013","HELL",
"HAPPY SKY","I am","1070","SAKAKI",,"1684","AMI5",,"2061","*HUYU*",
"HAPPY SKY","in motion","837","*TAM*",,"1045","WAIL",,"1278","HELL",
"HAPPY SKY","INAZUMA","1082","ANIES*",,"1753","NITO6!",,"2587","ZENO",
