バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,最終プレー日時
9th style,ライオン好き,ボデー,AKIRA YAMAOKA,0,3,0,0,0,-1,NO PLAY,5,0,0,0,-1,HARD CLEAR,7,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
9th style,Golden Horn,TURKISH PIANO'N'BASS,Osamu Kubota,0,3,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
9th style,ECHOES,TECHNO,DRAGOON,0,4,0,0,0,-1,NO PLAY,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
9th style,Karma,DRUM'N'BASS,TaQ,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
9th style,BAD BOY BASS!! (dj Remo-con MIX),NRG,Y&Co.,1,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,8,1740,835,70,1,FULLCOMBO CLEAR,2016-08-27 13:28
9th style,quasar,TRANCE,OutPhase,4,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,11,2248,1090,68,2,FULLCOMBO CLEAR,2016-09-03 10:04
9th style,ACT,RAVE,RAM,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
9th style,SNOW,DRUM'N'BASS,RAM,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
9th style,POWER DREAM,TRANCE,PINK PONG,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
9th style,STAR FIELD,TRANCE,SADA,0,3,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
9th style,rottel-the-Mercury,GABBA,sampling masters MEGA,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
9th style,one or eight,HARDCORE RAVE,sampling masters AYA,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
9th style,Really Love,R&B,大部真由美,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
9th style,HYPER EUROBEAT (2DX style),EUROBEAT,NAOKI feat.PAULA TERRY,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
9th style,Sweet Sweet Magic,HAPPY HARDCORE,jun,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
9th style,bag,SPIRITUAL,Reven-G,0,5,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
9th style,e-motion 2003 -romantic extra-,TRANCE,e.o.s. Remixed by dj TAKA,0,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
9th style,Abyss -The Heavens Remix-,TRANCE CORE,dj TAKA Remixed by Ryu☆,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
9th style,Distress,MIXTURE,dj TAKA Remixed by TaQ,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,0,0,0,0,-1,NO PLAY,2015-11-28 17:30
9th style,Let The Snow Paint Me -Y&Co. Remix-,TRANCE,Sana Remixed by Y&Co.,0,5,0,0,0,-1,EASY CLEAR,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
9th style,I Was The One (80's EUROBEAT STYLE),EUROBEAT,good-cool Remixed by NAOKI,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
9th style,RISLIM -Remix-,ELECTRO 2 STEP,ric Remixed by Hisashi Nawata,1,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,11,1772,834,104,14,HARD CLEAR,2016-09-30 11:49
9th style,BRIGHTNESS DARKNESS,ROCOCO TEK,SPARKER,0,3,0,0,0,-1,CLEAR,8,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
9th style,Quickening,PSYCHEDELIC,dj TAKA,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
10th style,pandora,TRANCE,dj TAKA feat.Tomomi,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
10th style,BABY LOVE,ITALO POP,Noria,0,6,0,0,0,-1,NO PLAY,7,0,0,0,-1,CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
10th style,No.13,PROGRESSIVE BAROQUE,TAKA respect for J.S.B.,2,8,0,0,0,-1,EASY CLEAR,10,0,0,0,-1,HARD CLEAR,11,3020,1436,148,10,HARD CLEAR,2016-10-08 17:39
10th style,EXE,ELECTROSHOCK,Mr.T,1,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,2170,1046,78,5,FULLCOMBO CLEAR,2016-09-30 11:46
10th style,SHOOTING STAR,J-POP,小坂りゆ,0,7,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
10th style,CARRY ON NIGHT (English version),EUROBEAT,platoniX (EURO style),0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
10th style,Ready To Rockit Blues,NU JAZZ,SLAKE,0,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
10th style,Boundary,ROCOCO TEK,SPARKER,0,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
10th style,Lucy,DANCE POP,ELE BLOCK,1,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,CLEAR,11,2176,1027,122,19,FULLCOMBO CLEAR,2016-10-01 12:58
10th style,システムロマンス,ムートラ(ムードトランス),ヒロシ＆チー子,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,8,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
10th style,SPACE FIGHT,戦艦テクノ,AKIRA YAMAOKA,1,3,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,11,2138,1026,86,16,HARD CLEAR,2016-10-01 14:15
10th style,Back Into The Light,2STEP POP TRANCE,Sota Fujimori,1,6,0,0,0,-1,NO PLAY,7,0,0,0,-1,CLEAR,10,2040,962,116,8,FULLCOMBO CLEAR,2016-04-29 14:52
10th style,Rise'n Beauty,TRANCE,Sota feat. Cyborg Akemi,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
10th style,雪月花,HARD HOUSE,Ryu☆,1,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,CLEAR,12,2339,1080,179,15,HARD CLEAR,2016-09-18 10:50
10th style,Narcissus At Oasis,ARTCORE,Ryu☆,0,4,0,0,0,-1,NO PLAY,10,0,0,0,-1,CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
10th style,rainbow rainbow,HAPPY HARDCORE,Ryu☆,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
10th style,Love Is Eternity,TRANCE,kors k,2,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,11,2333,1123,87,2,FULLCOMBO CLEAR,2016-10-15 13:50
10th style,Innocent Walls,TECHNO,TaQ,0,8,0,0,0,-1,EASY CLEAR,12,0,0,0,-1,CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
10th style,Daisuke,EUROBEAT,Y&Co.,1,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,10,2305,1105,95,2,FULLCOMBO CLEAR,2016-09-10 12:29
10th style,HIGH,RAVE,RAM,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,CLEAR,9,0,0,0,-1,NO PLAY,2015-11-28 17:30
10th style,LOW,RAVE,RAM,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,9,0,0,0,-1,NO PLAY,2015-11-28 17:30
10th style,FEEL IT,DRUM'N'BASS,RAM,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
10th style,HI SCHOOL DREAM,TRANCE,PINK PONG,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
10th style,ALIEN TEMPLE,PSYCHEDELIC TRANCE,PINK PONG,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
10th style,1st Samurai,お江戸テクノ,sampling masters MEGA,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
10th style,Debtty Daddy,ETHNO HARDCORE,sampling masters AYA,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
10th style,Feedback,BREAK BEATS,Audio Highs,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
10th style,Freezing atmosphere,NATURAL SOUND,Twin AmadeuS,1,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,FULLCOMBO CLEAR,9,1416,659,98,4,HARD CLEAR,2016-10-15 13:23
10th style,ASTRAL VOYAGE,DREAM TECHNO,EeL,0,5,0,0,0,-1,NO PLAY,6,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
10th style,DoLL,HYPER J-POP FOUR,ＴЁЯＲＡ,0,5,0,0,0,-1,NO PLAY,6,0,0,0,-1,HARD CLEAR,7,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
10th style,One More Lovely,HAPPY,Risk Junk,3,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,12,2603,1218,167,20,HARD CLEAR,2016-09-03 10:54
10th style,GHOST REVIVAL,GOA TRANCE,L.E.D.,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
10th style,GRADIUS -FULL SPEED-,GAME MUSIC,Mr.T,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
IIDX RED,BLOCKS,TRANCE,SPARKER,4,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,11,1880,892,96,4,HARD CLEAR,2016-10-23 17:47
IIDX RED,BREATH,ROCOCO TEK,SPARKER,0,6,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
IIDX RED,Don't be afraid myself,J-POP,platoniX with ray.D,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
IIDX RED,SPEEDY CAT,EUROBEAT,Y&Co.,0,5,0,0,0,-1,EASY CLEAR,8,0,0,0,-1,CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
IIDX RED,太陽～T・A・I・Y・O～,CYBER J-EURO,NAOKI feat.星野奏子,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
IIDX RED,KEY,BEAT ROCK,colors,0,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
IIDX RED,awakening,TRANCE,AKIRA YAMAOKA,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
IIDX RED,Sphere,MEDIEVAL CHOIR,Tatsh feat. K.Nayuki,1,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,10,2104,997,110,3,FULLCOMBO CLEAR,2016-04-23 23:07
IIDX RED,ＵＬＴｉＭΛＴＥ,HYPER J-POP FIVE,ＴЁЯＲＡ,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
IIDX RED,spiral galaxy,PSYCHEDELIC TECHNO,D.J.SETUP,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
IIDX RED,ANDROMEDA,PSYCHEDELIC GOA TRANCE,Sota Fujimori,1,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,11,2766,1335,96,9,FULLCOMBO CLEAR,2016-09-03 12:42
IIDX RED,RESONATE 1794,HARD SONATA,KOHTA,1,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,11,1800,856,88,9,FULLCOMBO CLEAR,2016-10-15 13:47
IIDX RED,earth scape,PIANO BALLAD,dj TAKA,0,2,0,0,0,-1,NO PLAY,5,0,0,0,-1,FULLCOMBO CLEAR,7,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
IIDX RED,Close my Eyes for Me,AMERICA,D-crew feat.DENNIS GUNN(DJ Yoshitaka SCRATCHING),0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
IIDX RED,大桟橋,JAPAN,ウッチーズ,0,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
IIDX RED,Wonder Bullfighter,NATURAL SOUND,Twin AmadeuS,1,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,11,1865,852,161,26,HARD CLEAR,2016-09-24 10:56
IIDX RED,ピアノ協奏曲第１番”蠍火”,DIRGE,virkato,3,5,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,12,2426,1071,284,37,HARD CLEAR,2016-10-08 17:32
IIDX RED,INJECTION OF LOVE,ELECTRIC CABARET,新谷あきら,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
IIDX RED,The Hope of Tomorrow,CYBORG TRANCE,Sota Fujimori,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
IIDX RED,FAKE TIME,HARD ROCK,dj REMO-CON,0,5,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
IIDX RED,Click Again,CLICK HOUSE,dj REMO-CON,0,5,0,0,0,-1,NO PLAY,6,0,0,0,-1,CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
IIDX RED,RED ZONE,SPEED RAVE,Tatsh&NAOKI,1,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,CLEAR,11,2245,1072,101,8,HARD CLEAR,2016-10-01 14:29
IIDX RED,Fly Away To India,DANCE POP,Baby Weapon feat.KAJIL,0,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,CLEAR,7,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
IIDX RED,Secret of Love,DRUM'N'BASS,D.J.SWAN,0,5,0,0,0,-1,HARD CLEAR,7,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
IIDX RED,Be quiet,HARD DANCE,Ryu☆,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
IIDX RED,AGEHA,HAPPY HARDCORE,Ryu☆,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
IIDX RED,gigadelic,NUSTYLE GABBA,teranoid feat.MC Natsack,1,9,0,0,0,-1,NO PLAY,12,1825,788,249,32,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:40
IIDX RED,HORIZON,HAPPY HARDCORE,LIA,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,8,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
IIDX RED,AA,RENAISSANCE,D.J.Amuro,8,5,0,0,0,-1,CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,12,3464,1648,168,12,HARD CLEAR,2016-10-22 15:18
IIDX RED,D.A.N.C.E.!,J-POP,DJ Yoshitaka feat.星野奏子,0,3,0,0,0,-1,NO PLAY,5,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
IIDX RED,More Move,CLUB BOSSA,T-Hirono feat.PAULINHO,1,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,8,1615,763,89,2,HARD CLEAR,2015-12-08 21:57
IIDX RED,NEBULA GRASPER,PSYCHEDELIC TRANCE,L.E.D.,1,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,10,2380,1143,94,5,FULLCOMBO CLEAR,2016-04-29 14:55
IIDX RED,Raspberry Heart(English version),COLORFUL HARDCORE,jun feat. PAULA TERRY,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
IIDX RED,GENOCIDE,DRUM'N'BASS,dj Killer,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,double thrash,BATTLE2005,414,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,Little Little Princess,PUNK OPERA,SHRINE 418,1,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,11,2618,1202,214,5,FULLCOMBO CLEAR,2016-10-08 18:14
HAPPY SKY,冥,HUMAN SEQUENCER,Amuro vs Killer,36,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,3378,1534,310,47,CLEAR,2016-10-24 19:42
HAPPY SKY,MOON RACE,FUTURE HOUSE,ELEKTEL,1,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,9,1797,855,87,6,HARD CLEAR,2016-09-10 12:19
HAPPY SKY,LESSON 5,HAPPY EXTREME,Risk Junk feat.Erika Mochizuki,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,rage against usual,DIGI-ROCK,dj TAKA feat.Gt.Shintaro,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,CLEAR,2015-11-28 17:30
HAPPY SKY,INAZUMA,TRANCE,dj TAKA,3,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,11,2644,1280,84,3,FULLCOMBO CLEAR,2016-10-15 16:15
HAPPY SKY,HAPPY☆ANGEL,HAPPY HARDCORE,jun with TAHIRIH,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,EDEN,HYPER J-POP SIX,ＴЁЯＲＡ,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
HAPPY SKY,CaptivAte～浄化～,NOSTALISH REQUIEM,A/I,0,5,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,Catch Me,ACID JAZZ,DJ Yoshitaka feat. ERi,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,月光,J-EUROBEAT,Tatsh feat. 星野奏子,1,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,2332,1096,140,6,FULLCOMBO CLEAR,2016-09-30 11:32
HAPPY SKY,Under the Sky,J-EUROTRANCE,南さやか(BeForU) with platoniX,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,Xepher,MEDIEVAL CHOIR,Tatsh,3,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,11,2847,1344,159,8,HARD CLEAR,2016-10-08 17:36
HAPPY SKY,Twelfth Style,HAPPY EURO PARADISE,Tatsh&DAYBREAKERS NEXT,0,6,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
HAPPY SKY,I am,CYBER J-ROCK,有沢みはる from BeForU,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,合体せよ！ストロングイェーガー！！ (Ryu☆ remix),HARD DANCE,L.E.D./Remixed by Ryu☆,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
HAPPY SKY,garden,SWING WALTZ,青野りえ,1,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,10,2037,952,133,11,HARD CLEAR,2016-08-27 12:23
HAPPY SKY,Agnus Dei,GOTHIC METAL,あさき,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
HAPPY SKY,Tizona d'El Cid,MPB,TOMOSUKE,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
HAPPY SKY,EMPTY OF THE SKY,E-ROCK,AKIRA YAMAOKA,0,3,0,0,0,-1,NO PLAY,5,0,0,0,-1,FULLCOMBO CLEAR,8,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
HAPPY SKY,100％ minimoo-G,SYNTHETIC PROGRESSIVE ROCK,Sota Fujimori,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,PLASMA,SYNTHESIZED TECHNO,Sota Fujimori,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
HAPPY SKY,SigSig,MAKINA,kors k,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
HAPPY SKY,ラクエン,REGGAE,Chonan Chiharu,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,POODLE,EUROBEAT,Y&Co.,0,5,0,0,0,-1,CLEAR,8,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
HAPPY SKY,Pollinosis,HARD DANCE,dj REMO-CON,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,Get'em up to R.A.V.E,RAVE,Disconation,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,alla turca con passione,NATURAL SOUND,Twin AmadeuS,1,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,2053,956,141,4,FULLCOMBO CLEAR,2016-10-01 12:31
HAPPY SKY,オレはビートマニア！お前は何マニア？,FUNK,DANCE☆MAN,0,7,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,We are Disっ娘よっつ打ち命,DISCO,DANCE☆MAN feat. Disっ娘,0,3,0,0,0,-1,NO PLAY,5,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,vault of heaven,ELECTROSHOCK,Mr.T,1,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,10,1866,880,106,11,FULLCOMBO CLEAR,2016-09-30 13:06
HAPPY SKY,Love Magic,DRUM'N'BASS,D.J.SWAN,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
HAPPY SKY,First Resolution,TECHNO RAVE,good-cool,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
HAPPY SKY,SCREAM SQUAD,BREAKCORE,CALF,1,7,0,0,0,-1,EASY CLEAR,10,0,0,0,-1,HARD CLEAR,12,1917,869,179,8,HARD CLEAR,2016-09-24 13:31
HAPPY SKY,Aurora,TRANCE CORE,Ryu☆,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
